ticket_id,cliente_id,titulo,categoria,prioridade,data_abertura,data_primeira_resposta,data_solucao,sla_resposta_alvo_hs,sla_solucao_alvo_hs,horas_consumidas,status,consultor,cumpre_sla_resposta,cumpre_sla_solucao
TCK-1502,CLI-004,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-02-11 09:53:00,2026-02-11 13:17:36,,4,24,3.9,Em Andamento,Rodrigo Santos,True,
TCK-1503,CLI-005,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-04-01 16:24:00,2026-04-01 18:20:24,2026-04-02 06:42:36,4,24,1.0,Fechado,Beatriz Lima,True,True
TCK-1504,CLI-002,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-02-28 18:36:00,2026-02-28 19:28:48,2026-03-01 01:04:48,2,8,1.0,Fechado,Beatriz Lima,True,True
TCK-1505,CLI-006,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Alta,2026-06-10 13:42:00,2026-06-10 15:30:00,2026-06-10 17:31:48,2,8,4.8,Fechado,Mariana Costa,True,True
TCK-1506,CLI-001,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-07-13 14:52:00,2026-07-13 17:05:48,2026-07-13 21:23:48,4,24,6.6,Fechado,Mariana Costa,True,True
TCK-1507,CLI-006,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Alta,2026-05-26 14:00:00,2026-05-26 15:46:12,2026-05-26 18:40:48,2,8,8.0,Fechado,Mariana Costa,True,True
TCK-1508,CLI-001,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Alta,2026-03-29 11:54:00,2026-03-29 13:18:36,2026-03-30 07:52:48,2,8,7.5,Fechado,Lucas Mendes,True,False
TCK-1509,CLI-002,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-02-10 15:22:00,2026-02-10 16:23:48,,4,24,3.6,Em Andamento,Ana Silva,True,
TCK-1510,CLI-007,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Média,2026-04-18 09:36:00,2026-04-18 12:54:36,2026-04-19 02:12:00,4,24,9.8,Fechado,Lucas Mendes,True,True
TCK-1511,CLI-006,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-06-28 09:38:00,2026-06-28 10:00:12,2026-06-29 02:28:24,8,48,9.7,Fechado,Beatriz Lima,True,True
TCK-1512,CLI-006,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-05-18 09:55:00,2026-05-18 12:38:12,2026-05-21 02:12:24,4,24,5.8,Fechado,Mariana Costa,True,False
TCK-1513,CLI-002,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Média,2026-06-15 08:20:00,2026-06-15 08:57:12,2026-06-15 13:44:36,4,24,0.7,Fechado,Lucas Mendes,True,True
TCK-1514,CLI-009,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-06-28 16:05:00,2026-06-28 16:40:24,2026-06-28 17:43:24,2,8,0.7,Fechado,Rodrigo Santos,True,True
TCK-1515,CLI-007,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-05-14 12:05:00,2026-05-14 15:15:48,2026-05-15 21:48:12,8,48,1.9,Fechado,Rodrigo Santos,True,True
TCK-1516,CLI-008,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-07-17 17:12:00,2026-07-17 20:47:24,2026-07-18 01:18:36,4,24,4.3,Fechado,Mariana Costa,True,True
TCK-1517,CLI-004,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Alta,2026-06-28 09:07:00,2026-06-28 09:56:12,2026-06-28 12:07:00,2,8,2.3,Fechado,Beatriz Lima,True,True
TCK-1518,CLI-007,Falha na integração via API com ERP,Suporte & Erros,Baixa,2026-05-01 17:52:00,2026-05-02 07:37:00,2026-05-02 09:07:36,8,48,3.0,Fechado,Carlos Oliveira,False,True
TCK-1519,CLI-005,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Média,2026-02-22 09:47:00,2026-02-22 13:12:12,2026-02-24 23:38:00,4,24,10.1,Fechado,Carlos Oliveira,True,False
TCK-1520,CLI-004,Falha na integração via API com ERP,Suporte & Erros,Média,2026-03-01 12:28:00,2026-03-01 13:43:36,2026-03-01 18:11:48,4,24,2.1,Fechado,Beatriz Lima,True,True
